id,informacoes_das_colunas,categoria,explicacao,rouge,iteracao,technique_used
21d4471a-0d2a-4117-b202-8138929a851c,"NVT Name: Traceroute / Summary: Collect information about the network route and
  network distance between the scanner host and the target host. / Vulnerability Insight: For internal networks, the distances are usually
  small, often less than 4 hosts between scanner and target. For public targets the
  distance is greater and might be 10 hosts or more. / Impact: [ausente]",Low,"The Traceroute vulnerability provides information about network routes and distances, which can be used for reconnaissance. However, it does not directly lead to unauthorized access or significant impact on confidentiality, integrity, or availability. The hint suggests a low severity level, which aligns with the limited impact and local access required for exploitation.",1.0,1,progressive_hint
ef7aa905-0452-4d5d-9c55-f0869de8f538,"NVT Name: Apache HTTP Server Whitespace Defects Multiple Vulnerabilities / Summary: Apache HTTP Server is prone to multiple vulnerabilities. / Vulnerability Insight: Multiple flaws exist because the application accepted a
  broad pattern of unusual whitespace patterns from the user-agent, including
  bare CR, FF, VTAB in parsing the request line and request header lines, as
  well as HTAB in parsing the request line. Any bare CR present in request
  lines was treated as whitespace and remained in the request field member
  'the_request', while a bare CR in the request header field name would be
  honored as whitespace, and a bare CR in the request header field value was
  retained the input headers array. Implied additional whitespace was accepted
  in the request line and prior to the ':' delimiter of any request header lines. / Impact: Successful exploitation will allow remote
  attackers to conduct request smuggling, response splitting and cache pollution
  attacks.",High,"The vulnerability allows remote attackers to conduct request smuggling, response splitting, and cache pollution attacks. This can lead to significant impact on confidentiality, integrity, and availability, making it a High severity vulnerability according to the CVSSv3 taxonomy.",1.0,1,progressive_hint
0f4ef980-08ab-417a-ade5-fca26da45780,"NVT Name: Services / Summary: This plugin performs service detection. / Vulnerability Insight: This plugin attempts to guess which service is running on the
  remote port(s). For instance, it searches for a web server which could listen on another port than
  80 or 443 and makes this information available for other check routines. / Impact: [ausente]",Low,"The vulnerability described involves a plugin that attempts to guess the service running on remote ports, which could be used for reconnaissance purposes. However, there is no impact mentioned, and it requires complex conditions or local access, aligning with the characteristics of a Low severity vulnerability.",1.0,1,progressive_hint
84d6913a-0b06-472e-b0ae-d0ad9e12d4c5,"NVT Name: PHP < 5.3.29, 5.4.x < 5.4.30, 5.5.x < 5.5.14 Multiple Vulnerabilities (Jun/Aug 2014) - Linux / Summary: PHP is prone to multiple vulnerabilities. / Vulnerability Insight: The following vulnerabilities exist:

  - CVE-2014-3981: Insecure temporary file use in the configure script

  - CVE-2014-4721: phpinfo() Type Confusion Information Leak Vulnerability

  - CVE-2014-0207: cdf_read_short_sector insufficient boundary check

  - CVE-2014-3478: mconvert incorrect handling of truncated pascal string size

  - CVE-2014-3479: cdf_check_stream_offset insufficient boundary check

  - CVE-2014-3480: cdf_count_chain insufficient boundary check

  - CVE-2014-3487: cdf_read_property_info insufficient boundary check

  - CVE-2014-4049: Fix potential segfault in dns_get_record()

  - CVE-2014-3515: unserialize() SPL ArrayObject / SPLObjectStorage Type Confusion

  - CVE-2014-9912: Buffer overflow in locale_get_display_name and uloc_getDisplayName (libicu
  4.8.1) / Impact: [ausente]",High,"The described vulnerabilities involve multiple types of issues, including insecure temporary file use, type confusion information leaks, buffer overflows, and potential segfaults. These vulnerabilities can lead to unauthorized access, privilege escalation, and significant impact on system integrity and availability. The hint suggests a severity near High, which is justified by the nature and potential consequences of these vulnerabilities.",1.0,1,progressive_hint
d20f7300-6906-4683-8108-65e3e1f11fdc,"NVT Name: OS Detection Consolidation and Reporting / Summary: This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum. / Vulnerability Insight: [ausente] / Impact: [ausente]",Unknown,"The provided vulnerability information lacks specific details about the impact on confidentiality, integrity, and availability, as well as the attack vector, complexity, and privileges required. Without this information, it is challenging to classify the severity level accurately.",1.0,1,progressive_hint
4d624655-f095-4758-832a-f528cc80ec25,"NVT Name: Squid < 7.0.1 XSS Vulnerability (SQUID-2023:6) / Summary: Squid is prone to a cross-site scripting (XSS) vulnerability in
  cachemgr.cgi. / Vulnerability Insight: Squid, when certain web browsers are used, mishandles HTML
  in the host (aka hostname) parameter to cachemgr.cgi.

  Note: This flaw had received an incomplete fix in version 4.9 back in 2019. / Impact: [ausente]",Medium,"The vulnerability involves a cross-site scripting (XSS) issue in Squid's cachemgr.cgi, which could lead to unauthorized data access or manipulation. While it requires specific conditions to exploit (e.g., certain web browsers), the potential impact on confidentiality and integrity is moderate. The hint suggests that the severity is near Medium, aligning with the partial unauthorized access possible under these conditions.",1.0,1,progressive_hint
e3500e41-ae9d-4078-bd8d-5851a2cffb14,"NVT Name: Apache Tomcat Session Fixation Vulnerability (Aug 2025) - Linux / Summary: Apache Tomcat is prone to a session fixation vulnerability. / Vulnerability Insight: If the rewrite valve was enabled for a web application, an
  attacker was able to craft a URL that, if a victim clicked on it, would cause the  victim's
  interaction with that resource to occur in the context of the attacker's session. / Impact: [ausente]",High,"The Apache Tomcat Session Fixation Vulnerability allows an attacker to craft a URL that, if a victim clicks on it, causes the victim's interaction with that resource to occur in the context of the attacker's session. This can lead to unauthorized access and potential privilege escalation, fitting the characteristics of a High severity vulnerability as per the CVSSv3 taxonomy.",1.0,1,progressive_hint
78892d2c-24a0-4316-9dbb-6e7c5ca2870a,NVT Name: Oracle MySQL Server <= 5.7.39 / 8.0 <= 8.0.30 Security Update (cpuoct2022) - Linux / Summary: Oracle MySQL Server is prone to multiple vulnerabilities. / Vulnerability Insight: [ausente] / Impact: [ausente],Unknown,"The provided vulnerability information lacks specific details such as the exact nature of the vulnerabilities, their impact on confidentiality, integrity, and availability, and the required attack vectors and privileges. Without this information, it is challenging to classify the severity accurately according to the CVSSv3 taxonomy.",1.0,1,progressive_hint
0b15c8f9-93b1-4d25-b220-dbe00da5c850,"NVT Name: Apache HTTP Server 2.4.6 - 2.4.46 Tunneling Misconfiguration Vulnerability - Linux / Summary: Apache HTTP Server is prone to a tunneling misconfiguration
  vulnerability. / Vulnerability Insight: mod_proxy_wstunnel configured on an URL that is not necessarily
  upgraded by the origin server was tunneling the whole connection regardless, thus allowing for
  subsequent requests on the same connection to pass through with no HTTP validation,
  authentication or authorization possibly configured. / Impact: [ausente]",High,"The vulnerability allows unauthorized requests to pass through without proper HTTP validation, authentication, or authorization, potentially leading to unauthorized access and impact on confidentiality. The hint suggests a severity near High, which is justified by the potential for remote exploitation and the lack of required authentication.",1.0,1,progressive_hint
13dddd9d-4201-4a19-a61f-40e46f89ea17,"NVT Name: Python < 2.7.14, 3.4.x < 3.4.8, 3.5.x < 3.5.5 PyString_DecodeEscape integer overflow (bpo-30657) - Linux / Summary: CPython (aka Python) is prone to an integer overflow
  vulnerability. / Vulnerability Insight: An integer overflow in the 'PyString_DecodeEscape' function in
  'stringobject.c' is resulting in a heap-based buffer overflow (and possible arbitrary code
  execution). / Impact: [ausente]",High,"The vulnerability involves an integer overflow in a critical function, leading to a heap-based buffer overflow and potential arbitrary code execution. This can result in significant impact, including remote exploitation and privilege escalation, aligning with the characteristics of a High severity vulnerability.",1.0,1,progressive_hint
b501e418-8400-4843-932e-29d48f0e4cc3,"NVT Name: OpenBSD OpenSSH <= 7.9 Multiple Vulnerabilities / Summary: OpenBSD OpenSSH is prone to multiple vulnerabilities. / Vulnerability Insight: The following flaws exist:

  - CVE-2018-20685: bypass of intended access restrictions in the scp client

  - CVE-2019-6109, CVE-2019-6110: manipulation of the output in the scp client by a malicious server

  - CVE-2019-6111: overwrite of arbitrary files in the scp client by a malicious server / Impact: [ausente]",High,"The vulnerabilities described affect the scp client in OpenBSD OpenSSH, allowing for bypass of access restrictions, manipulation of output, and overwrite of arbitrary files. These flaws can lead to unauthorized access and potential privilege escalation, impacting confidentiality and integrity. The hint suggests a severity near High, which is justified by the potential for remote exploitation and significant impact on system security.",1.0,1,progressive_hint
3e65e341-f7fb-44ed-b6d7-0319dc5b72be,"NVT Name: HTTP Server type and version / Summary: This script detects and reports the HTTP Server's banner
  which might provide the type and version of it. / Vulnerability Insight: [ausente] / Impact: [ausente]",Low,"The vulnerability involves detecting the HTTP Server's banner, which provides type and version information. This is primarily a reconnaissance technique, offering limited insight into the system. It does not directly lead to unauthorized access or compromise of confidentiality, integrity, or availability without further exploitation. The hint suggests that the severity is near Low, which aligns with the impact being limited to reconnaissance rather than direct harm.",1.0,1,progressive_hint
b14366bf-e4c4-4540-a7d3-ab2dfc7f5618,"NVT Name: Hostname Determination Reporting / Summary: The script reports information on how the hostname of the target
  was determined. / Vulnerability Insight: [ausente] / Impact: [ausente]",Low,"The vulnerability involves reporting information about hostname determination, which does not directly lead to unauthorized access or significant impact on the system's confidentiality, integrity, or availability. The hint suggests a low severity, and the provided CVSS range for Low (0.1–3.9) aligns with this assessment.",1.0,1,progressive_hint
2b241e20-c2e8-4353-b8e0-d71c7b1edaba,"NVT Name: PHP < 8.2.30, 8.3.x < 8.3.29, 8.4.x < 8.4.16 Multiple Vulnerabilities - Linux / Summary: PHP is prone to multiple vulnerabilities. / Vulnerability Insight: The following flaws exist:

  - CVE-2025-14177: Information leak of memory in getimagesize

  - CVE-2025-14178: Heap buffer overflow in array_merge()

  - CVE-2025-14180: PDO quoting result null deref

  - No CVE: Null byte termination in dns_get_record() / Impact: [ausente]",High,"The vulnerabilities described affect PHP versions across multiple releases and platforms, leading to potential information leaks, buffer overflows, and null byte terminations. These issues can be exploited remotely, potentially resulting in unauthorized access and privilege escalation. Although no specific CVSS score is provided, the nature of these vulnerabilities aligns with characteristics of High severity vulnerabilities as indicated by the hint.",1.0,1,progressive_hint
b8d0acfe-a5c4-4ac8-a22f-18bc67a5bfd7,"NVT Name: Apache HTTP Server < 2.4.55 Multiple Vulnerabilities - Linux / Summary: Apache HTTP Server is prone to multiple vulnerabilities. / Vulnerability Insight: The following vulnerabilities exist:

  - CVE-2006-20001: mod_dav out of bounds read, or write of zero byte

  - CVE-2022-36760: Possible request smuggling in mod_proxy_ajp

  - CVE-2022-37436: mod_proxy allows a backend to trigger HTTP response splitting / Impact: [ausente]",High,"The vulnerabilities described affect Apache HTTP Server, which is a critical service for web applications. The presence of multiple vulnerabilities, including request smuggling and HTTP response splitting, poses a significant risk to confidentiality and integrity. These vulnerabilities are remotely exploitable, allowing attackers to execute arbitrary code without requiring authentication, aligning with the characteristics of a High severity vulnerability.",1.0,1,progressive_hint
edb5ed30-da7e-4d07-a1c8-c5eaddd24f76,"NVT Name: Hostname Determination Reporting / Summary: The script reports information on how the hostname of the target
  was determined. / Vulnerability Insight: [ausente] / Impact: [ausente]",Low,"The vulnerability described involves reporting information on hostname determination, which does not directly lead to unauthorized access or compromise of system integrity. The impact is limited, and it requires local access or complex conditions, aligning with the characteristics of a Low severity vulnerability.",1.0,1,progressive_hint
66a90b84-0fa7-415e-8ef3-871cec3dbdc3,"NVT Name: Apache Tomcat Information Disclosure Vulnerability (Mar 2021) - Linux / Summary: Apache Tomcat is prone to an information disclosure vulnerability. / Vulnerability Insight: When responding to new h2c connection requests, Apache Tomcat could
  duplicate request headers and a limited amount of request body from one request to another meaning user A
  and user B could both see the results of user A's request. / Impact: [ausente]",Low,"The vulnerability described impacts information disclosure, allowing unauthorized users to see the results of another user's request. This affects confidentiality but does not lead to unauthorized access, privilege escalation, or a complete compromise of the system. The hint suggests a severity level near Low, which aligns with the limited impact and the requirement for specific conditions (duplicate headers and body content) to exploit the vulnerability.",1.0,1,progressive_hint
c2ec8e1d-b7aa-4cfb-a5d8-3ec96a3a839f,"NVT Name: TCP Timestamps Information Disclosure / Summary: The remote host implements TCP timestamps and therefore allows
  to compute the uptime. / Vulnerability Insight: The remote host implements TCP timestamps, as defined by
  RFC1323/RFC7323. / Impact: A side effect of this feature is that the uptime of the remote
  host can sometimes be computed.",Low,"The vulnerability allows computation of the remote host's uptime, which is a side effect rather than a direct exploitation. It does not lead to unauthorized access, privilege escalation, or significant impact on confidentiality, integrity, or availability. The hint suggests a low severity level, and the analysis aligns with this assessment.",1.0,1,progressive_hint
b11b915d-23ca-4f22-86fe-faaa19bf7053,"NVT Name: Oracle MySQL Server <= 5.7.43, 8.x <= 8.0.34, 8.1.0 Security Update (cpuoct2023) - Linux / Summary: Oracle MySQL Server is prone to multiple vulnerabilities. / Vulnerability Insight: [ausente] / Impact: [ausente]",Unknown,"The provided information lacks specific details about the impact, attack vector, and required privileges, making it difficult to classify the severity accurately.",1.0,1,progressive_hint
a06d0d86-6ecf-42b9-8176-400617f5eeac,"NVT Name: HTTP Server Banner Enumeration / Summary: This script tries to detect / enumerate different HTTP server
  banner (e.g. from a frontend, backend or proxy server) by sending various different HTTP requests
  (valid and invalid ones). / Vulnerability Insight: [ausente] / Impact: [ausente]",Low,"The vulnerability involves HTTP server banner enumeration, which primarily provides information about the server software and version. This can be used for reconnaissance but does not directly lead to unauthorized access or compromise of confidentiality, integrity, or availability without further exploitation. The hint suggests a low severity, and the assessment aligns with this indication, as the impact is limited to information gathering rather than direct system compromise.",1.0,1,progressive_hint
8eac2efa-97e9-4946-bc1e-4fa39ca8530d,"NVT Name: PostgreSQL Multiple Vulnerabilities (Nov 2025) - Linux / Summary: PostgreSQL is prone to multiple vulnerabilities. / Vulnerability Insight: The following flaws exist:

  - CVE-2025-12817: CREATE STATISTICS does not check for schema CREATE privilege

  - CVE-2025-12818: libpq undersizes allocations, via integer wraparound / Impact: [ausente]",Critical,"The vulnerabilities described, particularly CVE-2025-12817 and CVE-2025-12818, involve potential Remote Code Execution (RCE) due to insufficient privilege checks and integer wraparound issues. These flaws could lead to unauthorized access and significant impact on the system's confidentiality, integrity, and availability, aligning with the characteristics of a Critical severity level as per the CVSSv3 taxonomy.",1.0,1,progressive_hint
118ea881-fb1d-4518-a541-717d667ee048,"NVT Name: Samba Server SMB3 MitM Vulnerability (CVE-2017-12151) / Summary: Samba is prone to a MitM vulnerability. / Vulnerability Insight: A connection actually made use of the
  SMB3 encryption, any redirected connection would lose the requirement
  for encryption and also the requirement for signing. / Impact: Successful exploitation will allow a remote
  attacker to read and/or alter the content of the connection.",High,"The Samba Server SMB3 MitM Vulnerability (CVE-2017-12151) allows a remote attacker to read and/or alter the content of the connection, which impacts confidentiality and integrity. The vulnerability is remotely exploitable without requiring complex conditions or authentication, aligning with the characteristics of a High severity vulnerability in the CVSSv3 taxonomy.",1.0,1,progressive_hint
0b8830b6-b108-4b0b-bf77-c096360dd467,"NVT Name: phpMyAdmin <= 4.8.2 XSS Vulnerability (PMASA-2018-5) - Linux / Summary: phpMyAdmin is prone to an authenticated cross-site scripting (XSS) vulnerability. / Vulnerability Insight: An authenticated attacker could trick a user into importing a specially crafted file,
  resulting in the attacker gaining control over the user's account. / Impact: [ausente]",High,"The vulnerability allows an authenticated attacker to gain control over a user's account through a specially crafted file, indicating significant impact and remote exploitability. This aligns with the characteristics of a High severity vulnerability as per the CVSSv3 taxonomy.",1.0,1,progressive_hint
0450e403-4905-4609-ad93-38b7da371729,"NVT Name: Samba Server SMB 1/2/3 MitM Vulnerability (CVE-2017-12150) / Summary: Samba is prone to a MitM vulnerability. / Vulnerability Insight: The flaw exists due to there are several
  code paths where the code doesn't enforce SMB signing. / Impact: Successful exploitation will allow a remote
  attacker to read and/or alter the content of the connection.",High,"The Samba Server SMB 1/2/3 MitM Vulnerability (CVE-2017-12150) allows a remote attacker to read and/or alter the content of the connection. This impacts confidentiality and integrity, and the vulnerability can be exploited remotely without requiring complex conditions or privileges. Given these characteristics, it aligns with the High severity level as per the CVSSv3 taxonomy.",1.0,1,progressive_hint
eec4e092-3b33-470f-9952-cc95f2f5e8ca,"NVT Name: Webmin <= 1.930 XXE Vulnerability / Summary: Webmin is prone to an authenticated XXE vulnerability in xmlrpc.cgi. / Vulnerability Insight: [ausente] / Impact: Successful exploitation would allow an authenticated attacker to gain
  control over the target system.",High,"The vulnerability allows authenticated attackers to gain control over the target system, which corresponds to a significant impact and remote exploitability. This aligns with the High severity level in the CVSSv3 taxonomy, as it involves privilege escalation and potential unauthorized access.",1.0,1,progressive_hint
ebdd2586-6058-48e3-985b-f4b750baef9d,"NVT Name: SSL/TLS: Version Detection / Summary: Enumeration and reporting of SSL/TLS protocol versions supported
  by a remote service. / Vulnerability Insight: [ausente] / Impact: [ausente]",Informational,"The vulnerability described involves enumeration and reporting of SSL/TLS protocol versions supported by a remote service. This information is primarily used for diagnostic purposes and does not directly lead to unauthorized access or compromise of confidentiality, integrity, or availability. It aligns with the characteristics of an Informational severity level as it pertains to open ports, version banners, and scanner metadata.",1.0,1,progressive_hint
8a726d5a-eaa8-4561-8c30-bccae7a7b27f,"NVT Name: Drupal 7.x and 8.x Multiple Vulnerabilities (SA-CORE-2019-012) - Linux / Summary: Drupal is prone to multiple vulnerabilities in the third-party library
  Archive_Tar. / Vulnerability Insight: Multiple vulnerabilities are possible if Drupal is configured to allow .tar,
  .tar.gz, .bz2 or .tlz file uploads and processes them. / Impact: [ausente]",High,"The vulnerability involves multiple third-party library issues in Drupal, which can lead to significant impact if file uploads are enabled. The hint suggests a high severity, and considering the potential for unauthorized access and privilege escalation, this aligns with the High severity level in the CVSSv3 taxonomy.",1.0,1,progressive_hint
e846455d-26a6-4a2b-b188-2f044ce16819,"NVT Name: PHP <= 5.6.0 PEAR Symlink Attack Vulnerability / Summary: PHP is prone to a symlink attack vulnerability in the included
  PEAR installer. / Vulnerability Insight: The PEAR_REST class in REST.php in PEAR allows local users to
  write to arbitrary files via a symlink attack on a (1) rest.cachefile or (2) rest.cacheid file in
  /tmp/pear/cache/, related to the retrieveCacheFirst and useLocalCache functions. / Impact: [ausente]",High,"The vulnerability allows local users to write to arbitrary files via a symlink attack, which can lead to unauthorized file modifications and potential data loss or corruption. Although it requires local access, the impact on confidentiality and integrity is significant, making it a High severity vulnerability.",1.0,1,progressive_hint
5e3c1975-23ad-4f2d-8144-ed4bc53227cc,"NVT Name: Samba AD DC Check Password Script Weakness (CVE-2019-14833) / Summary: When the password contains multi-byte (non-ASCII) characters, the check password
  script of Samba AD DC does not receive the full password string. / Vulnerability Insight: Since Samba Version 4.5.0 a Samba AD DC can use a custom command to verify the
  password complexity. The command can be specified with the 'check password script' smb.conf parameter. This command
  is called when Samba handles a user password change or a new user password is set. The script receives the new
  cleartext password string in order to run custom password complexity checks like dictionary checks to avoid weak
  user passwords.

  When the password contains multi-byte (non-ASCII) characters, the check password script does not receive the full
  password string. / Impact: [ausente]",Medium,"The vulnerability affects password complexity checks for Samba AD DC, potentially allowing weak passwords with multi-byte characters. While it does not directly lead to unauthorized access or privilege escalation, it could result in weaker security controls and compromise the integrity of user authentication. The hint suggests a medium severity, which aligns with the moderate impact on system security.",1.0,1,progressive_hint
95f6040b-af5d-46a1-aec7-f80f1ca211dd,"NVT Name: PostgreSQL Multiple Vulnerabilities (Mar 2015) - Linux / Summary: PostgreSQL is prone to multiple vulnerabilities. / Vulnerability Insight: Multiple flaws are due to the PostgreSQL
  incorrectly handle certain regular expressions and certain configuration
  settings (GUCS) for users of PL/Java. / Impact: Successful exploitation will allow a
  remote attacker to escalate privileges and to cause denial of service
  conditions.",High,"The vulnerability allows a remote attacker to escalate privileges and cause denial of service, which aligns with the characteristics of a High severity vulnerability. The impact on confidentiality, integrity, and availability is significant, and the attack can be remotely executed without complex conditions.",1.0,1,progressive_hint
5bc2e896-7a6f-4d00-be3e-9885177c48a7,"NVT Name: PHP < 5.5.30, 5.6.x < 5.6.14 Multiple DoS Vulnerabilities - Linux / Summary: PHP is prone to multiple denial of service (DoS)
  vulnerabilities. / Vulnerability Insight: The following flaws exist:

  - CVE-2015-7804: Off-by-one error in the 'phar_parse_zipfile' function within ext/phar/zip.c
  script.

  - CVE-2015-7803: An error in the 'phar_get_entry_data' function in ext/phar/util.c script. / Impact: Successfully exploiting these issues allow remote attackers to
  cause a denial of service (NULL pointer dereference and application crash).",High,"The vulnerability allows remote attackers to cause a denial of service (DoS), which impacts availability. The issues are remotely exploitable and do not require complex conditions or authentication, aligning with the characteristics of a High severity vulnerability.",1.0,1,progressive_hint
2257bc16-a8f8-43fa-ac5e-07eb10af9766,"NVT Name: Apache HTTP Server 2.4.0 - 2.4.40 Multiple Vulnerabilities - Linux / Summary: Apache HTTP Server is prone to multiple vulnerabilities. / Vulnerability Insight: Apache HTTP server is prone to multiple vulnerabilities:

  - A limited cross-site scripting issue affecting the mod_proxy error page. An attacker
  could cause the link on the error page to be malformed and instead point to a page of
  their choice. This would be exploitable where a server was set up with proxying enabled
  but was misconfigured in such a way that the Proxy Error page was displayed. (CVE-2019-10092)

  - Redirects configured with mod_rewrite that were intended to be self referential
  might be fooled by encoded newlines and redirect instead to an unexpected URL within
  the request URL. (CVE-2019-10098) / Impact: [ausente]",High,"The vulnerability described involves a limited cross-site scripting issue and encoded newline redirects, both of which can lead to unauthorized access and potential data manipulation. These issues are remotely exploitable, affecting confidentiality and integrity, and require no authentication, aligning with the characteristics of a High severity vulnerability.",1.0,1,progressive_hint
5dde2a33-01e9-4a7a-9ec3-9dc04b80aa86,"NVT Name: SSL/TLS: NPN / ALPN Extension and Protocol Support Detection / Summary: This routine identifies services supporting the following extensions to TLS:

  - Application-Layer Protocol Negotiation (ALPN)

  - Next Protocol Negotiation (NPN).

  Based on the availability of this extensions the supported Network Protocols by this service are gathered and reported. / Vulnerability Insight: [ausente] / Impact: [ausente]",Low,"The vulnerability described involves detecting SSL/TLS extensions for protocol negotiation, which does not directly lead to unauthorized access or compromise of confidentiality, integrity, or availability. It primarily aids in identifying supported protocols, which is more of a reconnaissance activity rather than an exploit. This aligns with the hint suggesting a severity level near Low, as it requires local access and complex conditions for exploitation.",1.0,1,progressive_hint
a14524e6-61fe-40ba-9e08-f7994dc6af7a,"NVT Name: Apache HTTP Server 2.4.x < 2.4.66 Improper Neutralization Vulnerability - Linux / Summary: Apache HTTP Server is prone to an improper neutralization
  vulnerability. / Vulnerability Insight: Improper neutralization of escape, meta, or control sequences
  vulnerability in Apache HTTP Server through environment variables set via the Apache
  configuration unexpectedly superseding variables calculated by the server for CGI programs. / Impact: [ausente]",High,"The vulnerability involves an improper neutralization of escape, meta, or control sequences through environment variables set via Apache configuration, potentially leading to unauthorized access and impact on confidentiality. The hint suggests a severity near High, which aligns with the potential for remote exploitation and privilege escalation.",1.0,1,progressive_hint
47acde82-3a7d-4c56-ab3e-35edd7ca888f,"NVT Name: Services / Summary: This plugin performs service detection. / Vulnerability Insight: This plugin attempts to guess which service is running on the
  remote port(s). For instance, it searches for a web server which could listen on another port than
  80 or 443 and makes this information available for other check routines. / Impact: [ausente]",Low,"The vulnerability described involves a plugin that attempts to guess the service running on remote ports, providing information for other check routines. The impact is described as absent, indicating minimal disruption to confidentiality, integrity, or availability. The attack vector is network-based, but it requires access to the remote port(s), which adds a layer of complexity. Given these factors and the hint suggesting a severity level near Low, this classification aligns with the potential limited impact and the conditions required for exploitation.",1.0,1,progressive_hint
553589ca-a11f-4dd7-8e9c-fa0b882cce38,"NVT Name: Hostname Determination Reporting / Summary: The script reports information on how the hostname of the target
  was determined. / Vulnerability Insight: [ausente] / Impact: [ausente]",Low,"The vulnerability involves reporting information on hostname determination, which does not directly lead to unauthorized access or compromise of system integrity. The impact is limited to informational data, aligning with the low severity classification.",1.0,1,progressive_hint
b9bc1f34-c495-46dd-81c0-cca8a6507d61,"NVT Name: Hostname Determination Reporting / Summary: The script reports information on how the hostname of the target
  was determined. / Vulnerability Insight: [ausente] / Impact: [ausente]",Low,"The vulnerability involves reporting information on hostname determination, which does not directly lead to unauthorized access or compromise of system integrity. The impact is limited to informational data, aligning with the hint suggesting a severity level near Low.",1.0,1,progressive_hint
61f7d4e2-dc42-45e5-8a62-f1ea7fed81b7,"NVT Name: phpMyAdmin SQL bookmark XSS Vulnerability / Summary: phpMyAdmin is prone to a cross-site scripting (XSS) vulnerability. / Vulnerability Insight: This flaw arises because the input passed into SQL bookmarks is not
  adequately sanitised before using it in dynamically generated content. / Impact: Successful exploitation will let the attacker cause XSS attacks and
  inject malicious web script or HTML code via a crafted SQL bookmarks.",High,"The phpMyAdmin SQL bookmark XSS vulnerability allows remote attackers to inject malicious web script or HTML code, leading to significant impact on confidentiality and integrity. This vulnerability is remotely exploitable without requiring complex conditions or privilege escalation, aligning with the High severity level as per the CVSSv3 taxonomy.",1.0,1,progressive_hint
83dd1b6e-aa47-4458-8e35-e2d56ce9e91d,"NVT Name: jQuery < 3.4.0 Object Extensions Vulnerability / Summary: jQuery is prone to multiple vulnerabilities regarding property
  injection in Object.prototype. / Vulnerability Insight: The following flaws exist:

  - CVE-2019-5428: A prototype pollution vulnerability exists that allows an attacker to inject
  properties on Object.prototype.

  - CVE-2019-11358: jQuery mishandles jQuery.extend(true, {}, ...) because of Object.prototype
  pollution. If an unsanitized source object contained an enumerable __proto__ property, it could
  extend the native Object.prototype. / Impact: [ausente]",High,"The vulnerability involves prototype pollution, which allows an attacker to inject properties on Object.prototype. This can lead to significant impact, including remote exploitation and potential privilege escalation. Although the impact on confidentiality, integrity, and availability is not explicitly mentioned, the nature of the vulnerability suggests it could be exploited remotely with moderate complexity, aligning with the High severity level as per the CVSSv3 taxonomy.",1.0,1,progressive_hint
68734745-36f2-4627-b94a-93ee0a6a8b99,"NVT Name: PHP < 5.6.32, 7.x < 7.0.24, 7.1.x < 7.1.11 Heap Based Buffer Overflow Vulnerability - Linux / Summary: PHP is prone to a heap buffer overflow vulnerability. / Vulnerability Insight: The flaw exists due to an error in the date extension's
  'timelib_meridian' handling of 'front of' and 'back of' directives. / Impact: Successfully exploiting this issue allow attacker to execute
  arbitrary code with elevated privileges within the context of a privileged process.",Critical,"The vulnerability allows an attacker to execute arbitrary code with elevated privileges, which is a maximum impact scenario. This indicates a Critical severity level due to the potential for remote code execution without authentication requirements.",1.0,1,progressive_hint
0d17788b-1339-4bf7-a1d3-fd3cd7529952,"NVT Name: Apache HTTP Server 2.4.7 - 2.4.51 Multiple Vulnerabilities - Linux / Summary: Apache HTTP Server is prone to multiple vulnerabilities. / Vulnerability Insight: A crafted URI sent to httpd configured as a forward proxy
  (ProxyRequests on) can cause a crash (NULL pointer dereference) or, for configurations mixing
  forward and reverse proxy declarations, can allow for requests to be directed to a declared Unix
  Domain Socket endpoint (Server Side Request Forgery). / Impact: [ausente]",High,"The vulnerability allows for Server Side Request Forgery, which can lead to unauthorized access and potential privilege escalation. Although the impact is not explicitly stated, the hint suggests a severity level near High, indicating significant impact and remote exploitability.",1.0,1,progressive_hint
17d370f0-699c-4366-938e-b1715258fe10,"NVT Name: PHP <= 5.6.27 / 7.0.x <= 7.0.12 DoS Vulnerability / Summary: PHP is prone to a denial of service (DoS) vulnerability. / Vulnerability Insight: PHP mishandles property modification during __wakeup
  processing, which allows remote attackers to cause a denial of service or possibly have
  unspecified other impact via crafted serialized data, as demonstrated by Exception::__toString
  with DateInterval::__wakeup. / Impact: [ausente]",Low,"The vulnerability described affects PHP versions up to 7.0.12 and allows remote attackers to cause a denial of service. However, there is no impact on confidentiality, integrity, or availability, and the attack requires specific conditions (crafted serialized data). This aligns with the characteristics of a Low severity vulnerability as per the CVSSv3 taxonomy.",1.0,1,progressive_hint
